citizenid,employment_status,annual_income
74488,Self-Employed,85757.91
41999,Self-Employed,50088.13
27666,Private Job,78920.05
25121,Private Job,75474.11
94584,Private Job,60586.55
78490,Private Job,126312.3
24898,Self-Employed,59687.73
15087,Self-Employed,84872.71
14459,Private Job,47929.84
67485,Private Job,51651.31
41626,Private Job,55654.31
61841,Self-Employed,68717.41
84133,Self-Employed,56966.06
29983,Private Job,61614.36
55157,Private Job,48349.87
26157,Government Job,28841.55
16193,Private Job,62096.47
69256,Self-Employed,62814.41
86255,Private Job,43764.03
44761,Private Job,62759.13
17138,Private Job,62692.86
52046,Private Job,46974.5
54577,Private Job,69555.48
29203,Private Job,60949.85
57454,Self-Employed,31202.26
39253,Government Job,53659.11
16874,Private Job,78568.56
76232,Private Job,71662.02
23991,Private Job,933173.97
78756,Private Job,123113.5
45654,Private Job,33621.85
79720,Self-Employed,83097.09
95665,Self-Employed,40309.92
37988,Private Job,46146.1
65616,Self-Employed,115002.94
60992,Government Job,1207745.29
32539,Self-Employed,37550.09
28339,Private Job,69469.45
49318,Government Job,59070.83
85914,Private Job,59879.93
21476,Private Job,67224.34
78290,Private Job,60910.69
10236,Private Job,45775.44
56467,Private Job,81416.72
49084,Private Job,60201.41
87574,Government Job,152879.25
14937,Government Job,69503.83
38603,Self-Employed,34396.68
88650,Private Job,47058.3
59362,Self-Employed,72307.5
29399,Private Job,45571.1
50312,Private Job,69275.14
75902,Private Job,54965.96
13494,Government Job,73680.6
28202,Private Job,70164.46
88790,Government Job,40419.55
60889,Government Job,152903.53
62388,Self-Employed,34146.18
39789,Self-Employed,47488.44
98252,Private Job,41032.11
51834,Government Job,46575.45
88130,Self-Employed,29123.42
23998,Self-Employed,52686.45
83892,Self-Employed,65719.5
87414,Government Job,46220.81
42285,Private Job,66704.49
34535,Self-Employed,65779.89
17337,Private Job,29473.09
30869,Private Job,74691.03
59538,Private Job,31653.74
82895,Private Job,55905.46
93538,Private Job,79290.64
73892,Self-Employed,80887.1
25765,Government Job,49361.41
56108,Private Job,25002.23
61535,Private Job,59763.99
16542,Self-Employed,85784.01
58828,Private Job,65844.02
64964,Private Job,37799.61
36738,Private Job,57884.19
85083,Self-Employed,59058.29
24685,Private Job,71135.22
31979,Self-Employed,76687.15
49806,Private Job,76552.46
93296,Private Job,77570.19
81722,Private Job,79517.48
49488,Private Job,47728.27
45310,Private Job,48118.58
40555,Private Job,53251.92
41086,Private Job,68234.15
60676,Private Job,26381.24
85507,Self-Employed,49308.94
66456,Self-Employed,30019.73
37692,Government Job,64926.36
12561,Self-Employed,43526.08
22710,Private Job,28926.62
88294,Private Job,31647.16
12116,Private Job,79681.14
71233,Private Job,76846.75
50555,Private Job,70863.38
70472,Self-Employed,42015.17
11294,Self-Employed,55366.83
17122,Private Job,82434.37
57853,Private Job,78162.71
29780,Private Job,67518.6
34755,Self-Employed,73506.63
59000,Private Job,26290.99
58361,Private Job,69433.32
63265,Self-Employed,54299.95
92475,Self-Employed,36524.26
72621,Private Job,83476.09
15727,Private Job,78080.57
39163,Private Job,76396.31
48145,Self-Employed,49940.76
93995,Private Job,38559.16
58635,Self-Employed,64847.71
67821,Private Job,109928.62
23660,Private Job,55481.16
58661,Government Job,66196.5
85696,Private Job,50160.09
81983,Private Job,81466.78
77406,Private Job,83473.96
16461,Self-Employed,73441.75
94326,Private Job,43257.45
14273,Private Job,34884.57
18975,Private Job,51740.67
37170,Private Job,51949.93
56965,Self-Employed,75286.51
92167,Private Job,26280.47
51103,Private Job,30529.21
79656,Private Job,45632.78
78489,Government Job,32420.27
36510,Private Job,48257.39
38946,Self-Employed,37919.1
39966,Private Job,84923.08
92570,Private Job,56696.91
28476,Private Job,63444.47
72413,Private Job,75061.37
23720,Private Job,56238.43
11488,Private Job,52370.54
54286,Private Job,60798.0
13046,Self-Employed,34445.18
64616,Self-Employed,74520.69
10479,Private Job,63792.07
57925,Private Job,82024.18
36132,Self-Employed,70694.54
53838,Private Job,42675.94
11331,Self-Employed,75155.82
81892,Private Job,30952.2
24940,Government Job,32133.43
57430,Private Job,79937.45
82172,Private Job,34494.0
45334,Private Job,30389.03
84542,Private Job,84531.38
72364,Private Job,50166.69
25349,Private Job,70468.55
18450,Private Job,70618.73
64184,Private Job,42069.17
96443,Private Job,31140.62
79259,Private Job,34689.43
25986,Private Job,49458.92
96329,Private Job,83369.63
64314,Private Job,48321.16
66020,Self-Employed,79773.14
30500,Government Job,74215.04
33362,Private Job,57788.35
67734,Private Job,31769.11
98673,Private Job,69061.23
62427,Private Job,67315.93
80980,Private Job,53253.09
66788,Private Job,54003.57
34836,Private Job,27696.38
68772,Private Job,47098.13
64167,Private Job,51165.56
28004,Private Job,35685.53
19708,Private Job,37302.94
10011,Private Job,41389.59
91079,Private Job,56058.96
61794,Private Job,29503.3
40995,Private Job,54867.76
95937,Private Job,46895.68
22971,Self-Employed,56419.84
72115,Private Job,58699.15
66004,Private Job,75718.0
55625,Private Job,47436.39
62506,Private Job,75608.02
20059,Self-Employed,30542.74
91009,Self-Employed,26595.1
86488,Private Job,36136.86
72774,Private Job,59059.42
70806,Private Job,73013.53
39774,Self-Employed,83793.53
51661,Self-Employed,41384.47
38216,Private Job,45180.8
43713,Private Job,40440.41
59670,Government Job,1289470.6
52871,Private Job,44010.36
88574,Private Job,49082.41
96135,Private Job,62507.11
88254,Private Job,124697.69
37580,Self-Employed,101556.34
18113,Self-Employed,58917.35
77630,Private Job,28536.63
91130,Private Job,57132.7
99973,Private Job,72117.79
70525,Private Job,65335.1
93448,Private Job,64874.56
63854,Private Job,30654.96
29679,Self-Employed,56574.66
63170,Private Job,41052.39
76319,Private Job,71870.84
53450,Private Job,28321.59
16246,Private Job,62153.69
65725,Private Job,33261.6
77274,Private Job,56223.14
93023,Private Job,27211.54
69689,Private Job,55947.22
45719,Private Job,65001.86
80576,Private Job,46032.86
97698,Private Job,82488.57
98784,Private Job,51172.62
68202,Private Job,43536.44
91166,Private Job,74512.59
64611,Private Job,37701.73
68970,Private Job,73782.6
73012,Private Job,77571.05
54307,Private Job,41389.09
66385,Private Job,66459.35
41444,Private Job,52156.66
59072,Private Job,59579.79
50691,Self-Employed,60644.03
52646,Private Job,37221.45
97944,Self-Employed,77248.23
42453,Private Job,85046.89
47529,Private Job,56538.97
17598,Self-Employed,32849.54
62817,Self-Employed,69869.88
82673,Private Job,34953.58
76678,Private Job,27502.16
98589,Private Job,53668.49
91574,Self-Employed,66442.72
23913,Private Job,55361.99
96096,Private Job,36801.32
36580,Private Job,54361.28
42338,Private Job,35067.84
45775,Government Job,80655.89
18431,Government Job,51337.77
46190,Private Job,164309.38
40604,Private Job,44333.68
46620,Self-Employed,72955.39
27894,Private Job,58429.95
94732,Private Job,33388.86
25942,Private Job,31783.28
95211,Private Job,41329.94
94636,Self-Employed,71649.85
39667,Private Job,52542.9
95561,Private Job,36408.19
81296,Government Job,27377.35
19299,Private Job,47658.54
93090,Private Job,39344.04
68223,Self-Employed,82881.61
37879,Private Job,37264.09
35057,Private Job,67880.07
51599,Private Job,38973.01
69096,Private Job,28935.5
24143,Self-Employed,25652.33
41034,Private Job,41270.37
11667,Government Job,80358.81
27557,Private Job,39386.44
63895,Self-Employed,58716.87
18845,Private Job,39735.68
34296,Private Job,68523.91
83814,Self-Employed,71813.93
88189,Private Job,37715.31
34443,Private Job,28163.37
72447,Self-Employed,33019.88
86467,Self-Employed,54965.65
42752,Government Job,49640.73
72911,Private Job,31238.17
55287,Private Job,32080.75
45207,Private Job,59069.7
37849,Private Job,85554.17
24417,Private Job,81525.92
22394,Private Job,79068.95
56559,Private Job,29635.63
85506,Private Job,31928.09
46599,Private Job,68292.51
73112,Private Job,110840.29
96382,Self-Employed,79192.15
87269,Private Job,43353.86
64934,Private Job,55381.53
71427,Private Job,48841.68
58142,Private Job,33330.6
66897,Private Job,50629.51
56748,Private Job,50775.25
69843,Private Job,63854.25
35911,Self-Employed,70850.41
82004,Private Job,1439442.49
30472,Private Job,72951.5
31720,Private Job,35011.69
54545,Government Job,62443.0
66320,Private Job,39085.8
13986,Self-Employed,72253.63
59342,Government Job,55132.17
28049,Private Job,46782.68
63200,Private Job,78347.8
93100,Private Job,77823.47
25908,Private Job,81488.16
36265,Private Job,147831.08
79388,Government Job,60011.79
19006,Private Job,66216.28
27766,Private Job,51195.69
57247,Private Job,170028.58
26031,Private Job,79944.91
91764,Government Job,54711.26
30018,Private Job,69987.73
80059,Private Job,76440.22
21220,Private Job,51268.25
93431,Government Job,76157.05
19056,Private Job,79096.61
86909,Private Job,25642.66
95293,Self-Employed,51675.38
54826,Government Job,83310.08
21059,Private Job,28346.77
82209,Private Job,51884.44
43256,Self-Employed,74643.03
72005,Government Job,54484.23
93958,Private Job,69487.21
78851,Private Job,77435.54
27753,Private Job,37389.93
35736,Private Job,37893.44
53015,Private Job,70519.77
69703,Private Job,46792.12
24533,Government Job,43223.0
44377,Private Job,62376.12
93720,Government Job,84000.37
99400,Private Job,36122.7
96671,Private Job,68597.25
57400,Private Job,65914.01
40291,Private Job,71174.63
22369,Private Job,57778.7
51069,Private Job,72072.36
36291,Government Job,25379.93
73875,Private Job,60287.61
56058,Government Job,33109.81
14407,Government Job,62695.31
44359,Self-Employed,70742.17
30867,Private Job,51876.83
94655,Self-Employed,66194.92
88643,Private Job,83962.03
92701,Government Job,83144.86
52489,Private Job,43205.22
37398,Private Job,37419.67
50672,Self-Employed,64372.62
26313,Private Job,54401.63
43266,Private Job,30821.31
87319,Private Job,31379.6
20146,Private Job,43409.59
35961,Government Job,85934.78
15441,Private Job,45566.76
44884,Self-Employed,30325.4
37066,Private Job,46423.4
31761,Private Job,5089175.33
68713,Private Job,38134.48
38836,Private Job,46687.29
68698,Self-Employed,56114.97
71676,Government Job,3598420.25
58038,Private Job,81966.71
86105,Private Job,26755.3
51739,Private Job,4838.43
38772,Private Job,70696.76
60595,Government Job,25969.25
87005,Government Job,1406121.31
30630,Private Job,116651.57
77634,Self-Employed,31368.28
93933,Private Job,50182.48
57921,Private Job,76856.11
91362,Government Job,59683.48
54955,Private Job,64282.56
52271,Private Job,27931.41
53490,Private Job,75770.36
21901,Private Job,45110.77
52790,Private Job,35336.3
66468,Private Job,27640.85
94466,Private Job,77716.03
33187,Private Job,50149.61
22249,Private Job,71457.53
53444,Private Job,152182.21
34720,Private Job,57715.11
78115,Self-Employed,60066.18
29740,Self-Employed,83679.28
84760,Private Job,65676.94
85592,Self-Employed,61099.58
30517,Private Job,58902.5
65343,Private Job,57788.09
79562,Private Job,83785.62
15067,Private Job,45992.14
31375,Private Job,26979.02
26176,Private Job,31425.66
89275,Private Job,73479.73
24309,Private Job,81225.49
44198,Private Job,29301.43
31014,Private Job,30766.92
97264,Private Job,30908.19
63497,Private Job,35882.46
36560,Private Job,32404.93
41924,Self-Employed,47667.5
59043,Private Job,49564.42
45339,Private Job,56914.9
64192,Private Job,73035.89
39307,Government Job,145806.61
78640,Private Job,60542.39
46265,Private Job,30353.54
67930,Private Job,74189.48
64001,Private Job,70580.64
48970,Private Job,71777.45
19693,Private Job,59932.89
33918,Private Job,50608.19
36102,Private Job,35383.88
42598,Private Job,82835.35
76797,Government Job,78007.68
88578,Private Job,40199.6
87464,Self-Employed,44655.39
22851,Self-Employed,28768.87
71880,Government Job,70466.48
79655,Self-Employed,65170.42
88977,Private Job,73060.32
19433,Government Job,31340.79
41824,Private Job,31638.22
91071,Government Job,76898.32
73403,Private Job,66944.19
73759,Private Job,43334.22
80788,Self-Employed,52197.53
39171,Private Job,50550.06
43460,Government Job,54504.49
21057,Private Job,47945.09
66285,Private Job,83347.93
37392,Private Job,46302.13
59772,Private Job,48744.7
11426,Self-Employed,76720.52
98512,Self-Employed,25598.76
51320,Government Job,72661.69
14671,Self-Employed,39266.33
41046,Private Job,60784.37
70402,Private Job,40913.5
88050,Private Job,78196.08
36643,Private Job,81402.88
90689,Private Job,36155.27
19905,Private Job,78880.38
92309,Private Job,129873.17
63008,Private Job,33175.23
71781,Private Job,51807.0
61617,Private Job,26112.18
28187,Government Job,48944.09
26742,Private Job,29995.39
47357,Private Job,65127.79
27023,Government Job,66063.67
10418,Private Job,32169.31
45165,Private Job,73876.98
45341,Government Job,38421.21
93950,Private Job,43293.13
85873,Private Job,31834.36
67847,Private Job,75959.13
72296,Private Job,55378.43
71921,Private Job,161098.65
15331,Private Job,77133.59
36039,Self-Employed,50940.75
42381,Private Job,48902.49
70097,Private Job,53014.46
59169,Private Job,54640.5
53891,Self-Employed,154260.29
89318,Private Job,48414.98
45817,Private Job,53182.29
41336,Private Job,54302.6
62465,Private Job,85436.99
65651,Private Job,63471.22
44441,Private Job,77203.11
84687,Private Job,153160.91
68907,Private Job,54797.77
78724,Private Job,60744.62
97592,Private Job,27062.11
46968,Private Job,42447.87
31233,Private Job,73893.06
78129,Self-Employed,45593.61
25665,Private Job,69209.39
85755,Self-Employed,26767.98
69955,Private Job,59026.1
36386,Private Job,85298.51
31671,Government Job,68557.42
95944,Private Job,67667.47
63070,Private Job,54432.69
61170,Private Job,42229.15
14335,Private Job,50237.66
12434,Government Job,56402.82
45239,Private Job,68578.33
88143,Self-Employed,34962.8
99685,Self-Employed,47530.01
79693,Private Job,77265.8
76456,Private Job,25568.59
45132,Private Job,75088.54
21238,Private Job,28292.13
32059,Private Job,72330.61
72048,Private Job,85385.49
10047,Private Job,70534.44
28902,Private Job,57587.79
55265,Private Job,33023.11
11930,Private Job,28508.53
30792,Private Job,487.12
17893,Self-Employed,49605.46
85410,Government Job,50118.59
90816,Private Job,39323.14
72971,Self-Employed,49417.64
83476,Private Job,42658.33
38712,Self-Employed,28425.32
75320,Private Job,52340.15
69985,Private Job,54527.92
12160,Private Job,67744.68
13672,Private Job,58582.85
96091,Self-Employed,80108.99
65567,Private Job,46417.17
99753,Private Job,38537.58
50698,Private Job,29153.78
80929,Private Job,48595.86
71937,Private Job,145856.42
60744,Self-Employed,28148.86
81235,Private Job,54442.82
27546,Private Job,79552.09
80868,Self-Employed,57760.91
59343,Private Job,65006.57
39755,Private Job,78670.7
58541,Private Job,33199.48
54596,Private Job,58620.49
88359,Private Job,46987.21
82167,Private Job,60728.42
13703,Private Job,32905.19
87353,Government Job,46924.62
18220,Private Job,68019.93
28159,Self-Employed,59899.06
70749,Private Job,70329.66
85193,Private Job,52296.05
27827,Private Job,35326.41
96501,Private Job,39025.3
53661,Private Job,71897.61
80424,Private Job,46445.82
47368,Government Job,49858.45
82767,Private Job,75763.56
33730,Private Job,38344.03
75732,Private Job,74666.5
71310,Government Job,32236.4
85994,Private Job,33893.43
41652,Private Job,46686.61
95351,Government Job,75023.7
86859,Government Job,69191.26
24547,Private Job,71610.18
75840,Private Job,36481.47
61447,Private Job,84591.09
15235,Self-Employed,30819.91
28558,Private Job,31537.78
35313,Private Job,46929.33
47770,Private Job,57317.33
83296,Private Job,70904.38
95922,Private Job,65327.02
38142,Private Job,79132.15
66303,Private Job,61541.55
12816,Self-Employed,29438.46
41330,Government Job,53627.5
34568,Self-Employed,72070.16
18201,Self-Employed,54460.5
21140,Private Job,32774.52
26881,Private Job,67686.23
16446,Private Job,69479.26
94421,Private Job,71451.35
62590,Private Job,46013.9
38277,Private Job,106627.55
76892,Self-Employed,66761.63
44679,Private Job,69957.46
72258,Private Job,48602.48
87921,Private Job,50408.45
51875,Self-Employed,55046.4
64613,Self-Employed,172581.45
34721,Private Job,62250.56
22059,Private Job,119269.35
11423,Private Job,43456.72
17745,Self-Employed,34944.78
45970,Private Job,40039.14
61614,Government Job,57627.87
86662,Private Job,70572.91
49656,Private Job,78296.69
15891,Private Job,79713.17
90208,Self-Employed,60019.05
84483,Self-Employed,77732.07
46581,Self-Employed,40939.56
38697,Private Job,51933.88
90637,Private Job,38436.8
67349,Self-Employed,33349.67
59787,Private Job,65757.86
14310,Self-Employed,39352.88
98990,Private Job,59477.01
33183,Self-Employed,29400.15
18775,Government Job,35079.88
64050,Private Job,43695.73
62183,Private Job,49109.03
30907,Private Job,40541.72
27235,Private Job,69103.59
49740,Private Job,28776.31
77090,Private Job,58900.88
62440,Private Job,26676.38
24687,Private Job,80218.14
76947,Self-Employed,63416.77
88119,Private Job,66723.02
22340,Self-Employed,67769.16
92132,Private Job,57752.97
82906,Self-Employed,31823.35
21900,Private Job,50599.84
23324,Private Job,70691.03
65254,Private Job,84916.35
41033,Self-Employed,43799.71
69525,Private Job,698160.82
47098,Private Job,63903.99
67703,Self-Employed,84955.89
90248,Private Job,60035.74
69517,Private Job,74092.09
54243,Private Job,61055.03
73169,Private Job,51445.28
69667,Private Job,66251.28
61749,Private Job,77642.11
97305,Private Job,72739.48
67446,Private Job,78481.39
68767,Private Job,83041.22
10609,Government Job,70464.66
37319,Self-Employed,76136.56
89766,Private Job,41055.46
10289,Self-Employed,34613.16
64547,Self-Employed,163453.08
59881,Private Job,48489.04
69203,Self-Employed,43934.16
69780,Private Job,50256.9
90874,Self-Employed,33629.3
56453,Private Job,50653.23
54611,Private Job,75028.09
70145,Government Job,28106.21
54428,Private Job,1682495.07
77717,Private Job,40517.73
98977,Private Job,49116.56
21935,Government Job,60414.54
34148,Government Job,51551.63
71014,Private Job,4303.69
53885,Private Job,27059.05
71732,Private Job,63919.26
87069,Private Job,68465.91
44797,Self-Employed,32001.62
93628,Self-Employed,25855.7
80612,Private Job,58793.86
46243,Self-Employed,77876.57
22747,Self-Employed,70665.92
91002,Private Job,55614.99
74744,Private Job,46364.21
99317,Private Job,26546.02
74071,Private Job,72785.7
54093,Government Job,38848.48
11687,Private Job,85266.22
49264,Self-Employed,29388.4
48195,Private Job,79206.96
91204,Government Job,40065.47
78715,Private Job,79981.21
94145,Private Job,51601.96
58387,Private Job,39091.19
69610,Self-Employed,31536.28
58389,Self-Employed,32631.27
83272,Private Job,82465.12
98012,Private Job,42295.87
88370,Private Job,84296.66
99032,Self-Employed,146974.9
80057,Private Job,75747.89
38545,Private Job,70084.03
37971,Private Job,68816.98
32562,Private Job,79311.04
22390,Private Job,38770.61
19418,Self-Employed,80124.77
18980,Self-Employed,52383.19
54398,Self-Employed,70953.64
66727,Private Job,73168.26
11421,Private Job,76104.16
63589,Self-Employed,52437.88
93943,Private Job,40417.0
80691,Private Job,77931.35
64065,Private Job,28820.23
64667,Private Job,60106.64
61234,Private Job,71761.44
43875,Self-Employed,78461.55
43752,Self-Employed,32344.21
93944,Private Job,53406.41
76291,Private Job,67228.25
98163,Private Job,80374.01
35423,Private Job,63477.59
91157,Self-Employed,39551.98
66778,Private Job,33370.19
21166,Private Job,49926.35
41985,Private Job,35397.63
14857,Government Job,67815.34
26182,Private Job,57152.47
95994,Private Job,115625.66
99307,Private Job,39941.53
58090,Private Job,62722.68
78204,Private Job,30769.18
96393,Self-Employed,63444.71
94868,Private Job,65725.03
91424,Private Job,26029.11
98417,Government Job,65928.88
47477,Private Job,170841.73
57272,Self-Employed,44691.44
25566,Government Job,27888.17
85509,Private Job,50949.77
69868,Self-Employed,46886.87
49679,Private Job,67848.35
89196,Private Job,67341.29
19173,Self-Employed,51435.8
50907,Self-Employed,65082.89
93657,Private Job,77195.97
61892,Private Job,28515.92
13983,Private Job,34132.11
12374,Government Job,53520.59
46982,Self-Employed,76328.17
63089,Private Job,55884.02
98773,Private Job,36154.62
18321,Self-Employed,82779.66
85563,Private Job,38666.61
68384,Private Job,75514.56
33693,Private Job,85959.37
76674,Private Job,62239.35
85562,Self-Employed,36787.1
35062,Self-Employed,55431.01
49967,Private Job,94900.02
35347,Self-Employed,66441.6
36118,Private Job,33453.09
43182,Self-Employed,84579.64
46449,Private Job,83395.75
71560,Self-Employed,55862.53
81480,Private Job,74774.57
39339,Private Job,142155.75
75058,Self-Employed,85418.8
29115,Private Job,65792.21
12646,Self-Employed,60850.84
74758,Private Job,62114.17
48690,Private Job,57498.02
86301,Self-Employed,80199.1
67329,Private Job,33449.34
59654,Private Job,54361.26
89778,Private Job,25920.64
91618,Private Job,79343.49
20875,Private Job,44085.71
33081,Private Job,53845.88
24092,Private Job,63966.09
26140,Private Job,32421.04
32608,Self-Employed,70882.75
34652,Private Job,55963.4
43565,Private Job,29055.34
18838,Private Job,34272.92
22168,Private Job,61187.42
65893,Private Job,51353.37
80947,Private Job,80456.38
89160,Self-Employed,65572.8
37136,Self-Employed,61295.94
91639,Private Job,69167.93
75817,Private Job,56349.9
44465,Private Job,54335.22
67674,Private Job,84699.23
47977,Self-Employed,79853.23
77016,Government Job,35901.99
76384,Private Job,37427.35
51042,Government Job,41137.92
27378,Government Job,69547.72
18288,Private Job,82089.11
43784,Private Job,32646.63
46473,Government Job,85697.46
31640,Private Job,44773.62
67067,Self-Employed,45986.86
54214,Private Job,57531.4
46949,Private Job,30893.16
81573,Private Job,81316.25
10742,Private Job,26183.38
15696,Private Job,25430.97
47048,Self-Employed,84201.35
50949,Government Job,327648.52
60096,Self-Employed,49513.74
64106,Private Job,40118.82
82554,Private Job,41853.3
92661,Private Job,55109.81
81693,Private Job,147514.7
21917,Private Job,79580.97
49833,Private Job,70561.82
39742,Private Job,153704.35
36089,Private Job,35566.79
38039,Private Job,45872.86
42917,Private Job,50879.93
43191,Self-Employed,85334.22
50638,Self-Employed,72518.2
63135,Private Job,54894.45
92546,Self-Employed,40096.97
36581,Private Job,34524.98
15352,Private Job,35441.24
24835,Private Job,45317.92
60987,Government Job,57185.09
54483,Private Job,35403.87
65837,Private Job,69837.76
70225,Private Job,82067.06
50440,Private Job,57168.19
29888,Private Job,47286.96
23857,Self-Employed,67636.7
21284,Government Job,67123.84
63436,Self-Employed,74786.08
95690,Government Job,81918.78
40646,Private Job,45858.19
31284,Private Job,32933.75
95364,Private Job,80242.91
36631,Private Job,36190.47
26582,Private Job,46605.12
44216,Government Job,50721.42
38507,Private Job,77445.86
74867,Government Job,60642.07
67583,Private Job,61468.03
75007,Private Job,72000.57
24935,Private Job,85889.82
21879,Private Job,83828.65
81244,Private Job,32969.16
51227,Private Job,85057.52
44996,Private Job,69186.42
41769,Private Job,63811.75
31547,Government Job,49187.14
84626,Private Job,85522.13
77900,Government Job,44246.8
28950,Private Job,82846.3
68426,Private Job,46712.21
28673,Self-Employed,33662.38
59751,Self-Employed,63398.19
24584,Government Job,140819.78
13529,Private Job,78613.59
65306,Private Job,82808.85
84582,Private Job,74971.28
84635,Private Job,49228.85
36057,Self-Employed,72283.65
23120,Private Job,26341.83
40507,Private Job,36206.41
65513,Private Job,59978.68
97124,Government Job,42320.9
94629,Private Job,66080.5
99402,Self-Employed,66978.49
34267,Private Job,62573.37
83085,Self-Employed,68078.55
68362,Private Job,43971.89
90861,Government Job,38271.62
38655,Private Job,25646.48
89462,Government Job,65104.91
64177,Private Job,60710.6
38535,Private Job,45280.85
40439,Private Job,46174.77
69200,Government Job,37901.78
93616,Private Job,45989.05
47621,Private Job,43464.07
65104,Private Job,84290.57
18318,Private Job,55608.07
76874,Private Job,60495.25
56247,Private Job,26277.35
63587,Private Job,75472.48
31065,Private Job,71063.52
91967,Private Job,56317.09
77401,Private Job,72414.81
22130,Private Job,34986.05
96884,Private Job,52308.57
59201,Private Job,39635.83
82720,Self-Employed,61125.52
83471,Private Job,62968.92
21026,Self-Employed,85111.05
88227,Private Job,26165.43
13539,Government Job,46842.58
43984,Private Job,82806.19
29036,Private Job,84120.43
65560,Private Job,59761.91
76239,Government Job,59607.71
12571,Private Job,50864.62
81195,Private Job,37999.33
29961,Private Job,29556.44
40570,Self-Employed,48402.11
92119,Self-Employed,46059.54
53101,Private Job,58768.77
13290,Government Job,46184.66
87134,Private Job,103513.85
23862,Government Job,51253.86
11914,Private Job,61918.28
84767,Private Job,68061.47
48076,Private Job,25797.82
64119,Self-Employed,37879.33
26875,Self-Employed,36513.06
57235,Government Job,50460.75
23920,Private Job,29888.88
22171,Private Job,80024.75
73364,Private Job,50846.86
22737,Self-Employed,75755.98
56100,Self-Employed,143321.95
55677,Private Job,81249.11
79461,Private Job,37430.45
96674,Government Job,55239.15
50994,Private Job,84178.5
21506,Private Job,75082.57
63789,Private Job,27608.38
86148,Private Job,84075.05
55150,Self-Employed,26413.85
67829,Self-Employed,27073.32
99241,Private Job,153641.78
23578,Private Job,64299.71
32264,Private Job,63656.11
70877,Self-Employed,75443.64
26298,Private Job,43523.54
81460,Private Job,54503.75
95826,Self-Employed,77132.07
24659,Self-Employed,71088.63
63676,Self-Employed,50922.88
96630,Self-Employed,76969.52
10523,Private Job,54427.12
44692,Self-Employed,57358.45
61888,Private Job,60743.87
65086,Private Job,47731.25
41710,Private Job,42510.3
90213,Private Job,66411.61
98168,Private Job,34586.05
50442,Self-Employed,55545.07
12900,Private Job,44431.88
10547,Self-Employed,48215.92
39234,Private Job,53154.03
25984,Private Job,37403.64
26542,Private Job,54864.17
83671,Government Job,69833.78
39849,Private Job,39317.39
91469,Self-Employed,77031.25
77192,Government Job,51486.7
51199,Government Job,70457.65
95952,Private Job,66481.6
26998,Private Job,49838.2
71238,Self-Employed,74498.51
36359,Private Job,26826.06
78680,Private Job,40907.29
41298,Private Job,25707.39
57123,Self-Employed,73367.15
87902,Private Job,33211.53
61166,Private Job,49962.01
75504,Private Job,62254.96
17565,Self-Employed,84187.05
23871,Private Job,85988.59
33812,Private Job,78068.27
58204,Private Job,57794.6
61102,Private Job,165954.37
71564,Private Job,33080.82
88699,Private Job,47027.43
82748,Private Job,77784.06
70907,Private Job,83375.65
13384,Private Job,65099.36
97840,Self-Employed,74160.33
71112,Private Job,73725.98
80737,Private Job,83726.82
54581,Private Job,155947.29
25836,Private Job,74336.01
10322,Government Job,47165.68
15294,Self-Employed,54084.19
46496,Private Job,39923.11
85685,Self-Employed,34510.91
25500,Government Job,46539.23
27792,Private Job,66058.13
91327,Private Job,61227.82
66719,Private Job,70877.74
18442,Self-Employed,79565.38
10082,Private Job,28087.17
44125,Private Job,92800.18
67195,Self-Employed,40211.43
25195,Private Job,72610.0
49852,Private Job,81307.08
74773,Private Job,82111.92
78195,Private Job,36276.37
77773,Private Job,31217.64
96994,Private Job,81821.27
42637,Private Job,29051.91
57593,Government Job,65387.13
77637,Private Job,49326.39
83614,Private Job,41994.27
64828,Private Job,41677.67
55472,Government Job,46894.62
68839,Self-Employed,47117.91
24631,Private Job,74736.7
72959,Private Job,57433.1
37450,Self-Employed,82432.54
79260,Private Job,64006.97
53853,Private Job,49906.84
14958,Private Job,57481.72
48782,Self-Employed,82304.39
34234,Self-Employed,75899.95
31103,Private Job,81387.68
32339,Private Job,68171.59
42611,Self-Employed,63589.41
50601,Private Job,39978.93
66672,Private Job,140666.92
33480,Private Job,46537.87
89247,Private Job,28536.04
34158,Government Job,60118.4
12146,Private Job,64012.89
10817,Private Job,70795.67
56035,Private Job,77218.55
30289,Government Job,43011.62
65941,Government Job,35804.3
77362,Private Job,32158.11
48700,Self-Employed,58109.94
44618,Private Job,41311.64
32009,Government Job,37008.11
76943,Private Job,58951.22
57741,Private Job,61679.49
78151,Private Job,33557.79
13464,Private Job,56961.6
72300,Self-Employed,30730.6
81328,Government Job,73062.45
80823,Private Job,60800.17
54245,Private Job,61410.42
60463,Self-Employed,68727.37
53584,Private Job,38138.89
36880,Private Job,36415.95
22350,Self-Employed,44076.88
33026,Private Job,60354.1
79183,Private Job,75307.0
71092,Private Job,85390.66
32776,Private Job,75118.63
59358,Government Job,55049.77
57889,Private Job,60133.83
48066,Private Job,42275.72
31813,Private Job,38602.09
21029,Private Job,33673.95
23449,Private Job,56599.71
45153,Government Job,35767.63
89119,Private Job,28277.23
34275,Self-Employed,35982.56
19838,Private Job,48525.54
60579,Private Job,38802.23
30640,Self-Employed,38445.23
80120,Private Job,40063.37
78822,Private Job,78976.82
47983,Private Job,30047.32
99879,Private Job,44652.19
