citizenid,number_of_open_accounts,number_of_closed_accounts,total_loan_months,delinquent_months,total_dpd,enquiry_count,credit_utilization_ratio
24730,4.0,3.0,14.0,0.0,0.0,2.0,43.49
50454,5.0,3.0,60.0,0.0,15.0,2.0,49.69
20302,2.0,2.0,39.0,1.0,5.0,2.0,23.01
37447,3.0,1.0,26.0,1.0,8.0,1.0,34.33
39051,2.0,2.0,34.0,0.0,4.0,1.0,13.47
94708,4.0,3.0,62.0,1.0,6.0,2.0,17.31
88566,5.0,2.0,58.0,1.0,23.0,1.0,41.58
94556,5.0,2.0,74.0,0.0,27.0,0.0,31.95
45793,4.0,1.0,69.0,1.0,21.0,1.0,27.49
26849,2.0,2.0,30.0,0.0,23.0,0.0,44.69
70551,2.0,1.0,40.0,1.0,25.0,0.0,47.91
12532,4.0,2.0,77.0,0.0,0.0,0.0,10.45
75362,3.0,3.0,58.0,1.0,11.0,1.0,48.19
96875,5.0,3.0,60.0,1.0,7.0,1.0,21.82
12706,3.0,1.0,82.0,0.0,23.0,0.0,15.18
74753,5.0,2.0,48.0,1.0,4.0,0.0,49.93
55644,8.0,4.0,150.0,6.0,316.0,6.0,85.07
57514,3.0,1.0,41.0,0.0,1.0,2.0,46.24
83886,3.0,2.0,21.0,1.0,11.0,1.0,38.01
68771,4.0,1.0,65.0,1.0,21.0,2.0,37.85
13248,4.0,2.0,34.0,1.0,20.0,2.0,40.86
45803,2.0,1.0,82.0,1.0,23.0,2.0,41.41
30436,4.0,2.0,54.0,1.0,23.0,0.0,46.7
11877,4.0,1.0,38.0,1.0,18.0,1.0,43.47
29819,5.0,1.0,12.0,1.0,5.0,2.0,15.25
25023,3.0,3.0,65.0,0.0,21.0,0.0,31.96
30780,2.0,1.0,32.0,0.0,3.0,0.0,18.2
58935,4.0,3.0,21.0,0.0,15.0,2.0,16.43
65209,2.0,2.0,66.0,1.0,1.0,1.0,45.07
26553,2.0,3.0,35.0,0.0,29.0,2.0,34.56
98567,5.0,3.0,67.0,1.0,0.0,1.0,29.4
51118,5.0,2.0,32.0,0.0,9.0,1.0,39.07
49376,4.0,3.0,81.0,0.0,7.0,0.0,19.17
48564,5.0,2.0,80.0,1.0,8.0,1.0,32.1
48792,4.0,3.0,27.0,0.0,12.0,2.0,43.41
74944,3.0,3.0,64.0,0.0,8.0,1.0,36.26
67860,4.0,1.0,33.0,0.0,17.0,2.0,45.42
56085,5.0,3.0,38.0,1.0,29.0,2.0,37.49
33847,5.0,1.0,79.0,0.0,26.0,1.0,21.57
25348,3.0,2.0,37.0,1.0,18.0,0.0,36.54
65543,3.0,2.0,13.0,0.0,16.0,2.0,14.35
60749,11.0,3.0,171.0,11.0,269.0,4.0,75.98
68350,2.0,1.0,68.0,0.0,14.0,0.0,19.53
45685,5.0,1.0,59.0,0.0,7.0,1.0,23.56
13551,3.0,2.0,22.0,1.0,26.0,0.0,45.75
51097,2.0,2.0,75.0,0.0,24.0,0.0,36.75
79193,3.0,3.0,16.0,1.0,29.0,2.0,17.61
43084,5.0,2.0,77.0,1.0,25.0,1.0,24.19
95073,2.0,3.0,31.0,1.0,15.0,0.0,43.5
10331,4.0,1.0,71.0,1.0,23.0,0.0,17.2
87524,3.0,1.0,24.0,1.0,23.0,2.0,45.98
56391,2.0,1.0,46.0,0.0,2.0,2.0,35.2
51982,3.0,2.0,19.0,1.0,1.0,2.0,17.46
58286,4.0,3.0,66.0,0.0,6.0,1.0,11.93
93510,3.0,1.0,35.0,0.0,22.0,0.0,37.86
77383,4.0,3.0,22.0,1.0,12.0,0.0,26.16
90240,4.0,1.0,17.0,0.0,11.0,0.0,20.78
37320,5.0,3.0,14.0,1.0,24.0,2.0,35.34
67744,4.0,1.0,36.0,1.0,12.0,0.0,47.88
21658,5.0,3.0,23.0,0.0,26.0,1.0,24.1
31324,7.0,2.0,154.0,4.0,351.0,7.0,87.44
42946,2.0,3.0,20.0,1.0,21.0,2.0,49.58
51540,5.0,3.0,20.0,1.0,24.0,0.0,44.34
48922,4.0,1.0,51.0,0.0,4.0,1.0,45.22
36412,2.0,3.0,28.0,0.0,21.0,1.0,49.6
92408,5.0,3.0,39.0,0.0,12.0,1.0,38.91
37231,3.0,1.0,17.0,1.0,27.0,1.0,29.49
74021,3.0,1.0,23.0,0.0,17.0,0.0,16.65
57642,4.0,1.0,28.0,0.0,0.0,0.0,26.95
20883,3.0,1.0,38.0,1.0,23.0,2.0,17.73
16400,5.0,3.0,40.0,1.0,19.0,0.0,49.09
49703,3.0,1.0,83.0,1.0,9.0,2.0,23.78
54351,3.0,3.0,33.0,0.0,14.0,1.0,43.09
23301,5.0,3.0,20.0,1.0,26.0,0.0,39.95
84709,2.0,3.0,29.0,0.0,1.0,0.0,27.55
98826,4.0,2.0,61.0,0.0,4.0,0.0,35.35
32478,2.0,3.0,76.0,1.0,11.0,2.0,46.32
13719,2.0,3.0,22.0,1.0,18.0,1.0,45.76
22474,2.0,1.0,12.0,0.0,27.0,0.0,39.89
71239,3.0,1.0,62.0,0.0,9.0,1.0,37.29
97012,3.0,3.0,67.0,1.0,8.0,1.0,14.58
32633,2.0,1.0,49.0,1.0,15.0,0.0,24.18
24114,5.0,3.0,32.0,1.0,7.0,2.0,41.92
30705,2.0,2.0,26.0,1.0,7.0,1.0,46.17
57075,2.0,1.0,69.0,1.0,29.0,1.0,38.53
35409,5.0,3.0,46.0,1.0,29.0,0.0,41.66
71010,5.0,3.0,66.0,0.0,18.0,1.0,19.41
99869,5.0,1.0,49.0,1.0,20.0,2.0,40.68
48272,3.0,2.0,39.0,0.0,28.0,0.0,43.91
20159,2.0,2.0,49.0,0.0,15.0,1.0,17.16
89144,2.0,3.0,29.0,0.0,17.0,2.0,34.49
35206,5.0,3.0,69.0,0.0,25.0,0.0,27.84
44561,2.0,3.0,73.0,0.0,5.0,2.0,37.96
82492,7.0,6.0,166.0,11.0,199.0,7.0,91.86
64169,2.0,2.0,80.0,0.0,14.0,1.0,17.71
42439,3.0,2.0,63.0,1.0,1.0,2.0,25.77
93855,4.0,3.0,58.0,0.0,21.0,2.0,36.02
69862,3.0,1.0,68.0,0.0,9.0,2.0,10.12
81217,2.0,2.0,58.0,1.0,17.0,0.0,48.98
75189,5.0,1.0,44.0,0.0,29.0,1.0,31.01
95255,10.0,3.0,156.0,4.0,279.0,8.0,96.6
46554,4.0,2.0,81.0,0.0,1.0,0.0,40.8
24419,2.0,1.0,21.0,0.0,16.0,0.0,14.63
84888,5.0,3.0,53.0,0.0,25.0,1.0,17.68
52375,5.0,1.0,24.0,1.0,26.0,1.0,21.81
24514,5.0,1.0,62.0,0.0,29.0,1.0,48.07
14647,5.0,1.0,14.0,0.0,6.0,2.0,18.12
63429,5.0,3.0,73.0,0.0,0.0,1.0,14.41
15582,5.0,2.0,60.0,1.0,5.0,0.0,25.91
27591,2.0,1.0,44.0,0.0,26.0,2.0,25.13
80695,2.0,1.0,28.0,1.0,11.0,2.0,13.61
46210,3.0,3.0,66.0,1.0,1.0,2.0,23.8
69097,3.0,1.0,67.0,0.0,11.0,0.0,10.8
12440,4.0,2.0,43.0,1.0,12.0,1.0,10.47
78601,9.0,6.0,96.0,6.0,127.0,4.0,75.76
36257,2.0,1.0,22.0,1.0,12.0,0.0,35.39
19312,5.0,3.0,14.0,0.0,3.0,2.0,36.79
25017,3.0,3.0,63.0,1.0,19.0,1.0,39.55
91115,3.0,3.0,40.0,0.0,0.0,2.0,25.3
92097,4.0,3.0,72.0,1.0,22.0,2.0,37.56
49487,2.0,2.0,57.0,1.0,6.0,2.0,41.52
88701,3.0,3.0,55.0,0.0,12.0,1.0,13.73
78059,4.0,2.0,45.0,0.0,12.0,1.0,24.65
79046,5.0,1.0,81.0,0.0,17.0,0.0,47.25
83957,2.0,1.0,25.0,0.0,16.0,1.0,15.02
90999,3.0,3.0,16.0,1.0,18.0,0.0,37.95
95984,5.0,3.0,81.0,0.0,1.0,2.0,20.42
70577,2.0,2.0,60.0,1.0,22.0,1.0,23.19
99106,3.0,2.0,46.0,1.0,8.0,2.0,38.46
35606,4.0,2.0,29.0,0.0,21.0,2.0,46.23
72572,5.0,1.0,34.0,1.0,25.0,0.0,43.01
20915,4.0,1.0,62.0,1.0,22.0,1.0,20.96
20422,3.0,2.0,58.0,1.0,28.0,0.0,29.6
92557,3.0,3.0,73.0,0.0,29.0,2.0,35.07
14457,5.0,2.0,67.0,1.0,10.0,1.0,29.6
53417,6.0,5.0,82.0,9.0,116.0,5.0,96.7
21610,5.0,1.0,29.0,1.0,21.0,0.0,18.0
89140,4.0,1.0,13.0,1.0,9.0,2.0,40.56
18276,4.0,1.0,19.0,0.0,21.0,0.0,41.77
75764,5.0,2.0,28.0,1.0,7.0,0.0,24.98
56773,3.0,3.0,81.0,0.0,17.0,2.0,10.63
33047,4.0,2.0,66.0,0.0,5.0,2.0,49.72
75909,8.0,2.0,123.0,7.0,301.0,5.0,95.83
88296,4.0,3.0,64.0,1.0,18.0,1.0,15.66
95495,4.0,3.0,56.0,0.0,12.0,1.0,36.08
25545,4.0,3.0,73.0,0.0,20.0,1.0,21.96
41045,4.0,2.0,60.0,0.0,21.0,2.0,47.88
88375,2.0,3.0,43.0,0.0,4.0,2.0,43.98
86015,4.0,2.0,28.0,0.0,4.0,2.0,15.52
34616,3.0,2.0,66.0,0.0,9.0,2.0,42.76
74690,3.0,2.0,25.0,1.0,23.0,2.0,20.85
78677,2.0,2.0,32.0,1.0,5.0,0.0,20.99
41507,5.0,1.0,54.0,1.0,23.0,0.0,43.36
15113,4.0,1.0,13.0,0.0,12.0,1.0,35.44
78867,4.0,1.0,38.0,1.0,15.0,0.0,29.96
58589,3.0,1.0,18.0,1.0,19.0,1.0,29.67
46235,3.0,3.0,42.0,1.0,7.0,1.0,10.24
16317,4.0,1.0,17.0,1.0,25.0,1.0,39.3
28678,3.0,1.0,61.0,1.0,19.0,1.0,29.46
13953,2.0,2.0,60.0,1.0,26.0,2.0,20.83
71356,5.0,2.0,65.0,0.0,29.0,1.0,26.94
74053,4.0,2.0,61.0,0.0,25.0,0.0,11.8
62530,3.0,1.0,16.0,1.0,7.0,0.0,21.19
51945,4.0,3.0,26.0,1.0,8.0,1.0,49.31
41202,4.0,3.0,64.0,0.0,17.0,0.0,11.32
90298,3.0,2.0,12.0,0.0,24.0,2.0,19.92
90401,5.0,1.0,41.0,1.0,16.0,1.0,26.13
97614,3.0,3.0,16.0,0.0,17.0,0.0,37.34
58240,3.0,1.0,12.0,1.0,2.0,1.0,13.36
99067,2.0,1.0,57.0,1.0,13.0,0.0,34.95
72974,3.0,3.0,26.0,0.0,20.0,1.0,39.61
46301,7.0,2.0,164.0,7.0,248.0,8.0,79.48
15747,4.0,3.0,43.0,0.0,26.0,0.0,30.65
92814,3.0,2.0,70.0,1.0,4.0,1.0,25.89
30038,5.0,1.0,81.0,0.0,28.0,0.0,22.54
34584,3.0,1.0,18.0,0.0,29.0,0.0,47.48
85670,3.0,1.0,50.0,1.0,10.0,0.0,17.64
76460,3.0,2.0,57.0,0.0,13.0,1.0,17.68
92304,5.0,3.0,21.0,1.0,25.0,0.0,19.93
37600,11.0,2.0,161.0,5.0,184.0,7.0,91.85
73661,4.0,3.0,14.0,0.0,25.0,0.0,48.81
56184,2.0,2.0,72.0,1.0,10.0,0.0,16.19
51893,8.0,6.0,139.0,8.0,221.0,9.0,85.07
30628,5.0,1.0,72.0,0.0,26.0,2.0,30.64
68430,2.0,3.0,76.0,1.0,20.0,2.0,30.89
82171,2.0,2.0,83.0,1.0,3.0,0.0,41.81
95588,3.0,1.0,72.0,1.0,23.0,2.0,42.17
92130,2.0,3.0,25.0,0.0,3.0,1.0,25.03
32921,4.0,1.0,38.0,0.0,22.0,0.0,37.07
47475,4.0,3.0,60.0,1.0,2.0,0.0,26.68
37436,4.0,2.0,14.0,0.0,15.0,1.0,41.91
51818,6.0,4.0,86.0,7.0,231.0,8.0,96.85
41173,7.0,2.0,146.0,11.0,153.0,5.0,86.22
70073,3.0,2.0,29.0,0.0,24.0,2.0,12.61
39842,2.0,1.0,64.0,1.0,28.0,1.0,13.21
46225,2.0,2.0,55.0,1.0,8.0,0.0,20.9
38632,2.0,2.0,24.0,1.0,14.0,0.0,20.64
93499,3.0,2.0,46.0,0.0,25.0,0.0,33.17
39120,3.0,1.0,81.0,0.0,3.0,0.0,35.0
18723,5.0,1.0,45.0,1.0,6.0,1.0,26.32
24968,3.0,3.0,64.0,1.0,27.0,0.0,24.8
58969,5.0,1.0,31.0,0.0,0.0,0.0,41.0
50175,4.0,1.0,13.0,1.0,25.0,1.0,40.37
95241,2.0,1.0,66.0,0.0,15.0,1.0,35.01
98239,2.0,3.0,13.0,1.0,27.0,0.0,19.51
72617,5.0,3.0,31.0,0.0,15.0,1.0,35.04
40560,2.0,3.0,78.0,1.0,24.0,0.0,36.39
90017,4.0,3.0,59.0,0.0,25.0,1.0,21.1
26927,10.0,6.0,137.0,4.0,100.0,6.0,75.28
55776,2.0,3.0,67.0,0.0,6.0,0.0,32.97
92795,2.0,2.0,64.0,0.0,18.0,2.0,43.85
76815,4.0,2.0,60.0,1.0,18.0,0.0,41.95
94566,2.0,1.0,75.0,0.0,19.0,2.0,34.96
66299,4.0,3.0,53.0,1.0,27.0,2.0,42.5
44124,2.0,2.0,69.0,0.0,7.0,0.0,42.5
50987,9.0,7.0,119.0,4.0,208.0,9.0,95.59
32869,4.0,2.0,22.0,1.0,28.0,2.0,19.69
94375,3.0,2.0,36.0,0.0,1.0,0.0,36.36
53742,4.0,1.0,74.0,1.0,28.0,2.0,39.61
25647,10.0,5.0,123.0,9.0,323.0,7.0,90.09
34004,2.0,3.0,36.0,0.0,3.0,1.0,49.56
36246,2.0,2.0,31.0,0.0,0.0,1.0,45.96
95442,2.0,3.0,33.0,0.0,1.0,2.0,16.42
25384,2.0,1.0,77.0,1.0,26.0,1.0,10.18
66956,5.0,2.0,62.0,0.0,16.0,0.0,45.32
20171,5.0,1.0,61.0,1.0,21.0,0.0,44.39
57946,5.0,2.0,48.0,1.0,9.0,1.0,25.37
78934,7.0,5.0,137.0,10.0,104.0,9.0,95.96
18214,5.0,2.0,32.0,0.0,19.0,1.0,32.17
21659,5.0,2.0,25.0,1.0,19.0,1.0,22.57
60398,4.0,3.0,12.0,1.0,19.0,0.0,46.76
32058,9.0,3.0,105.0,11.0,338.0,5.0,99.71
98329,8.0,5.0,83.0,9.0,111.0,4.0,82.21
92327,2.0,2.0,55.0,1.0,10.0,1.0,33.38
52189,3.0,2.0,67.0,0.0,19.0,2.0,14.54
67506,5.0,2.0,27.0,0.0,5.0,1.0,28.75
23634,5.0,2.0,76.0,1.0,0.0,2.0,11.74
64902,5.0,2.0,56.0,0.0,15.0,0.0,20.07
82145,2.0,3.0,52.0,0.0,17.0,2.0,39.77
57352,5.0,2.0,16.0,1.0,6.0,0.0,42.1
24062,5.0,1.0,27.0,1.0,18.0,1.0,39.72
97260,5.0,1.0,16.0,0.0,10.0,2.0,10.72
85274,3.0,1.0,61.0,0.0,5.0,1.0,40.04
53793,3.0,3.0,32.0,1.0,8.0,1.0,24.12
38206,4.0,2.0,20.0,1.0,20.0,1.0,18.82
18992,2.0,2.0,60.0,0.0,25.0,1.0,24.33
22090,4.0,3.0,21.0,1.0,15.0,1.0,27.78
86699,3.0,3.0,26.0,0.0,5.0,0.0,33.76
58084,4.0,3.0,19.0,1.0,15.0,0.0,17.59
47318,5.0,1.0,44.0,0.0,0.0,2.0,22.96
26001,4.0,1.0,41.0,0.0,14.0,1.0,12.05
91847,3.0,3.0,46.0,0.0,4.0,0.0,26.4
15119,2.0,2.0,37.0,1.0,6.0,2.0,15.2
39859,3.0,2.0,31.0,1.0,27.0,0.0,26.25
22215,4.0,3.0,33.0,0.0,17.0,2.0,34.48
73736,3.0,1.0,16.0,1.0,20.0,0.0,16.28
79940,2.0,2.0,81.0,1.0,24.0,2.0,29.8
30508,6.0,4.0,173.0,4.0,306.0,4.0,96.36
43279,5.0,1.0,52.0,0.0,11.0,1.0,44.74
41361,3.0,2.0,22.0,1.0,23.0,0.0,42.93
24630,2.0,2.0,81.0,0.0,23.0,1.0,33.87
84342,2.0,1.0,72.0,1.0,22.0,2.0,43.14
67504,3.0,3.0,67.0,1.0,19.0,1.0,47.26
86521,6.0,7.0,76.0,4.0,224.0,7.0,87.77
52199,3.0,1.0,49.0,0.0,12.0,1.0,40.25
61365,5.0,3.0,34.0,1.0,2.0,1.0,25.64
38244,4.0,2.0,76.0,0.0,4.0,2.0,24.96
57750,3.0,1.0,60.0,0.0,29.0,1.0,43.89
51339,3.0,1.0,59.0,0.0,0.0,0.0,12.34
63590,2.0,3.0,63.0,1.0,8.0,2.0,49.83
13334,3.0,1.0,20.0,1.0,3.0,1.0,30.3
74100,5.0,2.0,30.0,1.0,14.0,0.0,11.34
87670,9.0,5.0,114.0,6.0,206.0,6.0,97.18
50040,3.0,1.0,14.0,0.0,22.0,0.0,10.54
91691,4.0,3.0,65.0,1.0,5.0,2.0,32.95
77795,5.0,2.0,63.0,0.0,3.0,0.0,49.66
28232,3.0,1.0,82.0,0.0,12.0,0.0,10.42
47645,6.0,4.0,153.0,11.0,98.0,7.0,99.51
26425,5.0,1.0,25.0,1.0,20.0,1.0,44.91
89486,5.0,3.0,36.0,0.0,11.0,2.0,30.44
84575,5.0,2.0,19.0,1.0,9.0,0.0,22.21
63298,3.0,3.0,66.0,1.0,15.0,0.0,12.24
63484,5.0,3.0,15.0,1.0,4.0,2.0,38.21
48898,4.0,2.0,58.0,0.0,1.0,0.0,22.96
75760,5.0,3.0,62.0,1.0,19.0,2.0,45.71
90537,2.0,2.0,20.0,0.0,8.0,0.0,11.29
84708,4.0,2.0,19.0,0.0,13.0,1.0,42.26
50230,5.0,3.0,57.0,0.0,8.0,1.0,33.36
53797,3.0,1.0,24.0,1.0,27.0,1.0,40.56
46324,3.0,1.0,72.0,0.0,15.0,0.0,14.29
30741,4.0,3.0,25.0,1.0,17.0,2.0,36.7
47053,4.0,3.0,46.0,0.0,19.0,0.0,38.44
11012,8.0,7.0,95.0,4.0,347.0,7.0,79.66
53275,3.0,2.0,12.0,1.0,19.0,2.0,26.88
46602,4.0,3.0,21.0,0.0,24.0,2.0,36.01
59544,2.0,3.0,81.0,1.0,19.0,1.0,34.69
24189,2.0,2.0,69.0,1.0,24.0,0.0,34.35
37654,5.0,1.0,38.0,1.0,20.0,1.0,11.94
45630,4.0,2.0,42.0,0.0,21.0,0.0,32.45
81518,8.0,3.0,97.0,10.0,320.0,5.0,79.35
13074,2.0,2.0,16.0,1.0,26.0,1.0,18.18
99965,2.0,1.0,75.0,0.0,9.0,1.0,32.88
27451,5.0,2.0,49.0,0.0,20.0,1.0,46.62
96290,10.0,6.0,115.0,11.0,252.0,8.0,75.42
32600,4.0,2.0,21.0,0.0,14.0,0.0,26.92
67501,2.0,1.0,44.0,1.0,14.0,0.0,35.71
33966,2.0,3.0,18.0,0.0,6.0,1.0,39.29
63377,4.0,1.0,52.0,1.0,13.0,2.0,38.22
17484,10.0,2.0,89.0,9.0,99.0,9.0,97.88
12524,5.0,2.0,32.0,1.0,17.0,1.0,25.6
51839,2.0,1.0,21.0,0.0,12.0,1.0,44.4
44662,2.0,1.0,42.0,1.0,8.0,2.0,37.43
93788,8.0,7.0,160.0,9.0,310.0,7.0,90.88
11302,5.0,3.0,81.0,0.0,6.0,0.0,23.33
39210,6.0,3.0,174.0,6.0,200.0,5.0,77.21
90139,2.0,1.0,56.0,0.0,16.0,0.0,15.52
68575,4.0,3.0,13.0,1.0,3.0,1.0,29.47
65174,4.0,2.0,35.0,0.0,13.0,1.0,41.91
43136,4.0,3.0,83.0,0.0,9.0,2.0,12.09
14523,2.0,1.0,44.0,0.0,18.0,2.0,29.51
59601,2.0,2.0,26.0,0.0,14.0,0.0,46.84
46604,2.0,1.0,68.0,0.0,3.0,0.0,13.28
17854,3.0,1.0,32.0,1.0,9.0,1.0,28.09
23962,2.0,3.0,52.0,0.0,23.0,0.0,37.18
38040,5.0,3.0,77.0,0.0,29.0,1.0,18.34
13990,3.0,3.0,49.0,1.0,17.0,2.0,17.57
41106,5.0,2.0,28.0,0.0,11.0,2.0,48.78
72512,4.0,1.0,30.0,1.0,12.0,1.0,44.93
11709,2.0,2.0,35.0,1.0,0.0,1.0,44.66
42915,5.0,1.0,39.0,0.0,19.0,2.0,13.92
23930,5.0,2.0,62.0,0.0,18.0,0.0,17.13
38212,2.0,3.0,64.0,0.0,14.0,1.0,22.22
47779,5.0,1.0,83.0,1.0,3.0,0.0,41.07
23961,2.0,1.0,32.0,0.0,27.0,1.0,27.35
98191,5.0,2.0,50.0,0.0,26.0,0.0,14.55
63691,6.0,2.0,154.0,9.0,103.0,5.0,99.9
71157,3.0,3.0,38.0,0.0,26.0,0.0,49.24
57296,3.0,1.0,53.0,1.0,3.0,1.0,44.34
82469,10.0,6.0,136.0,10.0,348.0,6.0,97.89
43116,2.0,3.0,52.0,1.0,29.0,2.0,16.94
80110,4.0,2.0,77.0,1.0,1.0,2.0,25.75
45582,3.0,3.0,77.0,0.0,7.0,0.0,46.9
59959,3.0,2.0,28.0,0.0,23.0,0.0,28.73
52993,5.0,1.0,34.0,1.0,11.0,2.0,33.59
28057,2.0,1.0,30.0,0.0,2.0,2.0,20.29
37245,2.0,1.0,52.0,1.0,7.0,2.0,31.04
12790,3.0,1.0,44.0,1.0,3.0,0.0,16.21
65224,4.0,3.0,76.0,0.0,20.0,1.0,15.5
43834,5.0,3.0,81.0,1.0,14.0,2.0,17.64
58609,4.0,3.0,50.0,0.0,13.0,2.0,26.27
78250,3.0,1.0,77.0,1.0,23.0,2.0,26.08
70851,7.0,6.0,93.0,8.0,306.0,4.0,91.45
36416,3.0,1.0,24.0,1.0,13.0,0.0,16.79
99832,2.0,2.0,38.0,1.0,12.0,0.0,26.39
66082,5.0,2.0,35.0,1.0,10.0,0.0,39.54
59807,5.0,1.0,72.0,0.0,15.0,2.0,16.05
39866,3.0,3.0,76.0,0.0,1.0,1.0,15.66
54147,5.0,1.0,15.0,1.0,22.0,2.0,41.71
17463,9.0,6.0,66.0,11.0,184.0,4.0,84.19
80398,2.0,3.0,47.0,1.0,24.0,0.0,48.64
37749,2.0,1.0,17.0,1.0,0.0,0.0,11.03
59767,3.0,3.0,69.0,0.0,3.0,0.0,40.25
28149,2.0,3.0,23.0,1.0,28.0,0.0,23.69
65542,8.0,4.0,101.0,4.0,277.0,6.0,82.0
35924,3.0,1.0,66.0,1.0,27.0,2.0,35.71
35864,2.0,1.0,19.0,1.0,15.0,2.0,20.43
61835,2.0,2.0,19.0,1.0,23.0,2.0,15.45
88142,5.0,3.0,71.0,1.0,2.0,2.0,37.72
39228,2.0,1.0,13.0,0.0,5.0,0.0,34.2
94779,4.0,2.0,44.0,0.0,2.0,0.0,35.41
30735,5.0,1.0,70.0,1.0,19.0,0.0,38.77
51175,3.0,3.0,82.0,0.0,18.0,2.0,15.4
44602,4.0,3.0,23.0,1.0,11.0,0.0,45.12
40548,3.0,2.0,83.0,0.0,1.0,0.0,35.63
41421,5.0,3.0,44.0,0.0,20.0,2.0,18.92
45173,2.0,2.0,58.0,0.0,11.0,0.0,28.07
50637,5.0,3.0,20.0,1.0,5.0,2.0,31.31
53274,11.0,3.0,60.0,9.0,346.0,9.0,87.03
35565,2.0,1.0,51.0,0.0,15.0,0.0,42.93
61600,2.0,2.0,22.0,0.0,5.0,2.0,35.57
30136,3.0,2.0,16.0,1.0,2.0,0.0,16.13
61689,5.0,1.0,64.0,0.0,26.0,0.0,16.04
59472,4.0,2.0,29.0,0.0,3.0,0.0,21.93
53901,9.0,2.0,105.0,11.0,308.0,8.0,78.59
82256,3.0,2.0,64.0,1.0,8.0,2.0,44.61
21708,2.0,2.0,51.0,0.0,10.0,0.0,40.4
38684,2.0,3.0,28.0,1.0,13.0,2.0,35.03
46669,5.0,1.0,58.0,0.0,20.0,2.0,27.55
76190,5.0,1.0,54.0,0.0,26.0,1.0,36.71
17772,4.0,2.0,59.0,0.0,28.0,0.0,12.95
31595,2.0,3.0,51.0,0.0,25.0,1.0,46.56
16357,4.0,2.0,28.0,0.0,18.0,2.0,20.31
99064,4.0,2.0,43.0,0.0,6.0,1.0,10.59
97664,3.0,1.0,79.0,0.0,12.0,2.0,39.66
15373,10.0,5.0,80.0,6.0,275.0,4.0,98.14
18479,4.0,2.0,47.0,1.0,14.0,1.0,23.65
61611,4.0,1.0,37.0,1.0,27.0,0.0,19.76
92754,5.0,3.0,62.0,1.0,2.0,0.0,28.51
72163,2.0,3.0,66.0,1.0,25.0,0.0,35.15
11019,3.0,1.0,34.0,1.0,3.0,1.0,36.84
38929,2.0,1.0,47.0,1.0,19.0,2.0,47.5
35861,2.0,2.0,82.0,1.0,3.0,1.0,32.15
59988,3.0,1.0,53.0,1.0,15.0,0.0,41.62
95551,5.0,3.0,20.0,0.0,16.0,0.0,10.16
76026,3.0,1.0,15.0,0.0,25.0,1.0,29.88
93413,5.0,1.0,69.0,0.0,13.0,2.0,21.32
82118,3.0,2.0,71.0,0.0,18.0,0.0,19.94
10640,2.0,3.0,63.0,0.0,9.0,0.0,30.66
90638,2.0,2.0,57.0,1.0,26.0,2.0,41.8
57694,5.0,3.0,18.0,1.0,1.0,1.0,27.47
16944,5.0,2.0,59.0,0.0,29.0,2.0,25.58
18455,4.0,2.0,35.0,0.0,28.0,0.0,18.04
35292,2.0,1.0,22.0,0.0,4.0,0.0,38.54
88508,3.0,1.0,16.0,1.0,9.0,0.0,35.0
80285,3.0,1.0,75.0,0.0,2.0,0.0,42.67
46261,4.0,2.0,70.0,1.0,11.0,0.0,27.82
17517,5.0,2.0,24.0,0.0,15.0,0.0,40.54
25759,2.0,2.0,22.0,0.0,18.0,1.0,11.31
96688,2.0,3.0,43.0,0.0,26.0,2.0,49.22
27624,4.0,3.0,14.0,0.0,22.0,2.0,49.71
60533,3.0,1.0,67.0,0.0,13.0,1.0,42.27
77430,2.0,2.0,24.0,0.0,4.0,0.0,26.78
86111,2.0,1.0,34.0,1.0,26.0,2.0,47.16
76390,9.0,3.0,91.0,11.0,289.0,5.0,96.28
30593,2.0,1.0,81.0,0.0,26.0,1.0,38.58
12293,3.0,1.0,55.0,0.0,1.0,2.0,21.13
69264,5.0,3.0,63.0,0.0,29.0,2.0,34.05
14191,2.0,3.0,58.0,0.0,28.0,0.0,44.1
34029,5.0,2.0,53.0,1.0,5.0,0.0,45.99
51923,3.0,3.0,43.0,1.0,0.0,0.0,22.74
46743,3.0,3.0,73.0,0.0,15.0,0.0,26.48
59657,4.0,3.0,80.0,0.0,20.0,0.0,47.96
81875,2.0,2.0,37.0,0.0,18.0,1.0,37.8
44918,2.0,1.0,60.0,1.0,15.0,1.0,12.36
97227,5.0,2.0,37.0,1.0,16.0,0.0,37.43
31474,3.0,3.0,53.0,0.0,16.0,1.0,11.09
75300,3.0,3.0,12.0,0.0,24.0,1.0,15.46
20094,10.0,7.0,154.0,5.0,258.0,5.0,78.0
83057,5.0,1.0,72.0,0.0,27.0,1.0,14.84
18735,2.0,2.0,39.0,0.0,14.0,0.0,12.93
64271,4.0,3.0,25.0,0.0,12.0,1.0,16.03
94473,4.0,1.0,20.0,0.0,12.0,0.0,17.56
70247,4.0,2.0,15.0,1.0,11.0,0.0,41.48
12575,10.0,3.0,153.0,5.0,206.0,9.0,98.11
52188,5.0,1.0,27.0,0.0,29.0,2.0,18.76
78692,2.0,1.0,41.0,1.0,1.0,1.0,23.79
53648,5.0,1.0,22.0,1.0,17.0,1.0,12.87
38519,2.0,1.0,19.0,0.0,21.0,0.0,19.13
49896,3.0,2.0,66.0,1.0,2.0,1.0,14.72
